,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3976,Melbourne,902/16 Liverpool St,1,u,427000.0,S,Harcourts,3/12/2016,2.8,3000.0,1.0,1.0,0.0,0.0,,,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496.0
3977,Melbourne,14/2 Exhibition St,2,u,1160500.0,S,Kay,4/03/2017,2.8,3000.0,2.0,2.0,1.0,4230.0,,2006.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496.0
3978,Melbourne,2306/265 Exhibition St,2,u,780000.0,SP,Galldon,4/06/2016,2.8,3000.0,2.0,2.0,1.0,0.0,85.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
3979,Melbourne,1501/87 Franklin St,2,u,535000.0,S,HAR,7/05/2016,2.8,3000.0,2.0,1.0,1.0,0.0,84.0,2001.0,Melbourne,-37.808,144.9617,Northern Metropolitan,17496.0
3980,Melbourne,3811/80 Abeckett St,2,u,450000.0,VB,MICM,7/11/2016,2.8,3000.0,2.0,1.0,1.0,0.0,55.0,2014.0,Melbourne,-37.8091,144.9609,Northern Metropolitan,17496.0
3981,Melbourne,405/270 King St,2,u,360000.0,VB,LITTLE,7/11/2016,2.8,3000.0,2.0,1.0,0.0,0.0,66.0,1974.0,Melbourne,-37.8138,144.9548,Northern Metropolitan,17496.0
3982,Melbourne,805/300 Swanston St,2,u,665000.0,S,Purplebricks,7/11/2016,2.8,3000.0,2.0,1.0,1.0,0.0,80.0,2004.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496.0
3983,Melbourne,1615/250 Elizabeth St,1,u,386000.0,S,Dingle,10/09/2016,2.8,3000.0,1.0,1.0,0.0,0.0,64.0,1976.0,Melbourne,-37.8127,144.9627,Northern Metropolitan,17496.0
3984,Melbourne,49/2 Exhibition St,1,u,659000.0,S,Harcourts,10/09/2016,2.8,3000.0,1.0,1.0,1.0,0.0,59.0,2006.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496.0
3985,Melbourne,1/5 Davisons Pl,2,u,671000.0,SP,MICM,10/12/2016,2.8,3000.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8089,144.967,Northern Metropolitan,17496.0
3986,Melbourne,2111/620 Collins St,2,u,545000.0,SP,Greg,12/11/2016,2.8,3000.0,2.0,1.0,1.0,0.0,67.0,2002.0,Melbourne,-37.8188,144.9544,Northern Metropolitan,17496.0
3987,Melbourne,2206/60 Market St,1,u,450000.0,VB,Dingle,12/11/2016,2.8,3000.0,1.0,1.0,0.0,0.0,57.0,1960.0,Melbourne,-37.8178,144.9607,Northern Metropolitan,17496.0
3988,Melbourne,308/16 Liverpool St,1,u,432000.0,S,LITTLE,13/08/2016,2.8,3000.0,1.0,1.0,1.0,0.0,51.0,2005.0,Melbourne,-37.8111,144.9715,Northern Metropolitan,17496.0
3989,Melbourne,816/300 Swanston St,1,u,400000.0,VB,Greg,13/08/2016,2.8,3000.0,1.0,1.0,1.0,0.0,,2005.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496.0
3990,Melbourne,928/43 Therry St,1,u,210000.0,VB,Greg,13/08/2016,2.8,3000.0,1.0,1.0,0.0,0.0,,,Melbourne,-37.8078,144.961,Northern Metropolitan,17496.0
3991,Melbourne,901/265 Exhibition St,3,u,750000.0,S,Greg,15/10/2016,2.8,3000.0,3.0,2.0,1.0,0.0,122.0,1998.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
3992,Melbourne,208/108 Flinders St,1,u,375000.0,PI,LITTLE,15/10/2016,2.8,3000.0,1.0,1.0,0.0,1414.0,47.0,2014.0,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496.0
3993,Melbourne,33/300 King St,1,u,680000.0,S,MICM,17/09/2016,2.8,3000.0,1.0,1.0,2.0,0.0,102.0,1965.0,Melbourne,-37.8132,144.9545,Northern Metropolitan,17496.0
3994,Melbourne,1001/639 Little Bourke St,2,u,470000.0,VB,Greg,18/03/2017,2.8,3000.0,2.0,1.0,2.0,0.0,55.0,1917.0,Melbourne,-37.816,144.9535,Northern Metropolitan,17496.0
3995,Melbourne,3301/288 Spencer St,2,u,650000.0,VB,Elite,18/03/2017,2.8,3000.0,2.0,1.0,1.0,0.0,92.0,,Melbourne,-37.8138,144.952,Northern Metropolitan,17496.0
3996,Melbourne,715/300 Swanston St,2,u,483000.0,S,Greg,18/03/2017,2.8,3000.0,1.0,1.0,1.0,0.0,68.0,2004.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496.0
3997,Melbourne,304/8 Sutherland St,3,u,610000.0,S,Pagan,18/06/2016,2.8,3000.0,3.0,2.0,0.0,0.0,,,Melbourne,-37.8114,144.961,Northern Metropolitan,17496.0
3998,Melbourne,32/2 Exhibition St,1,u,700000.0,VB,Castran,19/11/2016,2.8,3000.0,1.0,1.0,1.0,0.0,64.0,1920.0,Melbourne,-37.8157,144.9727,Northern Metropolitan,17496.0
3999,Melbourne,1206/483 Swanston St,2,u,520000.0,VB,Greg,19/11/2016,2.8,3000.0,1.0,1.0,1.0,4051.0,68.0,2005.0,Melbourne,-37.8072,144.9623,Northern Metropolitan,17496.0
4000,Melbourne,303/166 Flinders St,1,u,440000.0,S,Harcourts,22/08/2016,2.8,3000.0,1.0,1.0,1.0,0.0,65.0,1920.0,Melbourne,-37.8168,144.9691,Northern Metropolitan,17496.0
4001,Melbourne,43/1 Exhibition St,1,u,436000.0,S,RT,23/04/2016,2.8,3000.0,1.0,1.0,0.0,0.0,,,Melbourne,-37.8159,144.972,Northern Metropolitan,17496.0
4002,Melbourne,507/325 Collins St,2,u,733000.0,S,MICM,24/09/2016,2.8,3000.0,2.0,2.0,1.0,0.0,94.0,1965.0,Melbourne,-37.8166,144.9635,Northern Metropolitan,17496.0
4003,Melbourne,702/108 Flinders St,2,u,675000.0,VB,Kay,24/09/2016,2.8,3000.0,2.0,2.0,1.0,0.0,,2014.0,Melbourne,-37.8161,144.9712,Northern Metropolitan,17496.0
4004,Melbourne,60 Hayward La,3,h,1630000.0,S,Dingle,25/02/2017,2.8,3000.0,3.0,2.0,0.0,95.0,,,Melbourne,-37.8092,144.967,Northern Metropolitan,17496.0
4005,Melbourne,1003/265 Exhibition St,3,u,760000.0,S,hockingstuart,28/05/2016,2.8,3000.0,2.0,2.0,1.0,0.0,89.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
4006,Melbourne,103/565 Flinders St,2,u,360000.0,VB,Dingle,28/08/2016,2.8,3000.0,1.0,1.0,1.0,1136.0,69.0,2009.0,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496.0
4007,Melbourne,509/33 MacKenzie St,2,u,390000.0,PI,Dingle,30/07/2016,2.8,3000.0,2.0,1.0,1.0,1751.0,,2012.0,Melbourne,-37.8077,144.9668,Northern Metropolitan,17496.0
4336,North Melbourne,10 Canning St,4,h,2920000.0,S,Nelson,3/09/2016,2.3,3051.0,4.0,3.0,4.0,310.0,276.0,1880.0,Melbourne,-37.7958,144.944,Northern Metropolitan,6821.0
4337,North Melbourne,90 Molesworth St,3,h,1635000.0,S,Nelson,3/09/2016,2.3,3051.0,2.0,1.0,0.0,517.0,,,Melbourne,-37.7967,144.9472,Northern Metropolitan,6821.0
4338,North Melbourne,208/150 Peel St,1,u,491000.0,SP,Nelson,3/09/2016,2.3,3051.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821.0
4339,North Melbourne,24/302 Abbotsford St,2,u,540000.0,S,Jellis,3/12/2016,2.3,3051.0,2.0,1.0,1.0,0.0,65.0,1970.0,Melbourne,-37.7994,144.9464,Northern Metropolitan,6821.0
4340,North Melbourne,1/315 Flemington Rd,1,u,340000.0,S,Brad,3/12/2016,2.3,3051.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.7916,144.9443,Northern Metropolitan,6821.0
4341,North Melbourne,2/63 Brougham St,2,u,726000.0,S,Jellis,4/03/2017,2.3,3051.0,2.0,1.0,1.0,0.0,64.0,1970.0,Melbourne,-37.7936,144.9426,Northern Metropolitan,6821.0
4342,North Melbourne,8 Haines St,3,h,1340000.0,S,W.B.,4/03/2017,2.3,3051.0,3.0,1.0,0.0,83.0,129.0,1980.0,Melbourne,-37.7987,144.9497,Northern Metropolitan,6821.0
4343,North Melbourne,70 Munster Tce,2,t,1105000.0,S,Jellis,4/03/2017,2.3,3051.0,2.0,2.0,1.0,88.0,119.0,2010.0,Melbourne,-37.8018,144.9429,Northern Metropolitan,6821.0
4344,North Melbourne,19 Shands La,2,t,841000.0,S,Jellis,4/03/2017,2.3,3051.0,2.0,1.0,1.0,215.0,0.0,2000.0,Melbourne,-37.7953,144.9437,Northern Metropolitan,6821.0
4345,North Melbourne,6/49 Haines St,2,u,528500.0,SP,Woodards,4/06/2016,2.3,3051.0,2.0,1.0,1.0,0.0,74.0,1960.0,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821.0
4346,North Melbourne,24/101 Leveson St,2,u,585000.0,SA,Edward,4/06/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.802,144.951,Northern Metropolitan,6821.0
4347,North Melbourne,319/350 Victoria St,2,u,645000.0,S,Nelson,7/05/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821.0
4348,North Melbourne,12/25 Byron St,1,u,410000.0,VB,Jellis,7/11/2016,2.3,3051.0,1.0,1.0,1.0,1045.0,55.0,2011.0,Melbourne,-37.802,144.9516,Northern Metropolitan,6821.0
4349,North Melbourne,110/171 Flemington Rd,2,u,550000.0,SP,Jellis,7/11/2016,2.3,3051.0,2.0,1.0,2.0,0.0,54.0,1975.0,Melbourne,-37.7955,144.9492,Northern Metropolitan,6821.0
4350,North Melbourne,2/43 Haines St,2,u,470000.0,VB,W.B.,7/11/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9478,Northern Metropolitan,6821.0
4351,North Melbourne,115/150 Peel St,2,u,470000.0,VB,W.B.,7/11/2016,2.3,3051.0,2.0,1.0,1.0,0.0,57.0,2006.0,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821.0
4352,North Melbourne,13/49 Haines St,2,u,475000.0,S,Jas,8/10/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821.0
4353,North Melbourne,6/55 Provost St,2,u,640000.0,S,MICM,8/10/2016,2.3,3051.0,2.0,2.0,1.0,0.0,84.0,2006.0,Melbourne,-37.802,144.9459,Northern Metropolitan,6821.0
4354,North Melbourne,331 Flemington Rd,4,h,1330000.0,S,McDonald,10/09/2016,2.3,3051.0,3.0,2.0,1.0,246.0,,,Melbourne,-37.7914,144.9439,Northern Metropolitan,6821.0
4355,North Melbourne,4/175 Chetwynd St,2,u,720000.0,S,W.B.,10/12/2016,2.3,3051.0,2.0,2.0,1.0,0.0,98.0,1998.0,Melbourne,-37.8015,144.9526,Northern Metropolitan,6821.0
4356,North Melbourne,2/100 Curzon St,2,t,888000.0,S,Jellis,10/12/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8016,144.9486,Northern Metropolitan,6821.0
4357,North Melbourne,16 Scotia St,3,h,1325000.0,S,Nelson,10/12/2016,2.3,3051.0,3.0,2.0,1.0,97.0,139.0,2011.0,Melbourne,-37.8014,144.94899999999996,Northern Metropolitan,6821.0
4358,North Melbourne,107/33 Wreckyn St,1,u,368000.0,SP,Jellis,10/12/2016,2.3,3051.0,1.0,1.0,1.0,0.0,52.0,2003.0,Melbourne,-37.8,144.9542,Northern Metropolitan,6821.0
4359,North Melbourne,15A Lothian St,3,t,1300000.0,S,Jellis,11/02/2017,2.3,3051.0,3.0,2.0,2.0,67.0,,2005.0,Melbourne,-37.804,144.9441,Northern Metropolitan,6821.0
4360,North Melbourne,23/43 Haines St,2,u,450000.0,VB,W.B.,12/11/2016,2.3,3051.0,2.0,1.0,1.0,1588.0,71.0,1970.0,Melbourne,-37.7988,144.9478,Northern Metropolitan,6821.0
4361,North Melbourne,6 Shiel St,3,h,1385000.0,S,Nelson,13/08/2016,2.3,3051.0,3.0,2.0,0.0,118.0,150.0,1890.0,Melbourne,-37.7976,144.944,Northern Metropolitan,6821.0
4362,North Melbourne,44 Byron St,2,h,990000.0,S,Nelson,15/10/2016,2.3,3051.0,2.0,2.0,1.0,584.0,120.0,2008.0,Melbourne,-37.8016,144.9508,Northern Metropolitan,6821.0
4363,North Melbourne,2/150 Arden St,2,u,440000.0,PI,hockingstuart,16/04/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,1960.0,Melbourne,-37.8004,144.9465,Northern Metropolitan,6821.0
4364,North Melbourne,12/700 Queensberry St,2,u,606000.0,S,Nelson,16/04/2016,2.3,3051.0,2.0,1.0,2.0,0.0,84.0,2000.0,Melbourne,-37.8022,144.9439,Northern Metropolitan,6821.0
4365,North Melbourne,103/25 Byron St,1,u,450000.0,SP,Jellis,16/07/2016,2.3,3051.0,1.0,1.0,1.0,0.0,60.0,2012.0,Melbourne,-37.802,144.9516,Northern Metropolitan,6821.0
4366,North Melbourne,3 Murphy St,3,h,1470000.0,S,Jellis,17/09/2016,2.3,3051.0,2.0,1.0,0.0,232.0,93.0,1930.0,Melbourne,-37.7977,144.9512,Northern Metropolitan,6821.0
4367,North Melbourne,5/97 Oshanassy St,2,u,591500.0,S,Jellis,17/09/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8004,144.9465,Northern Metropolitan,6821.0
4368,North Melbourne,8/201 Abbotsford St,2,t,1300000.0,VB,Nelson,18/06/2016,2.3,3051.0,2.0,2.0,1.0,0.0,,,Melbourne,-37.8029,144.9452,Northern Metropolitan,6821.0
4369,North Melbourne,18 Melrose St,2,h,1010000.0,S,Jellis,19/11/2016,2.3,3051.0,2.0,2.0,0.0,109.0,100.0,1900.0,Melbourne,-37.795,144.942,Northern Metropolitan,6821.0
4370,North Melbourne,674 Victoria St,2,h,1266000.0,S,Jellis,19/11/2016,2.3,3051.0,2.0,1.0,0.0,161.0,106.0,1960.0,Melbourne,-37.8043,144.9437,Northern Metropolitan,6821.0
4371,North Melbourne,509/30 Wreckyn St,2,u,620000.0,S,LITTLE,19/11/2016,2.3,3051.0,2.0,1.0,2.0,0.0,69.0,2004.0,Melbourne,-37.8004,144.9544,Northern Metropolitan,6821.0
4372,North Melbourne,3/369 Abbotsford St,2,u,540000.0,S,Alexkarbon,22/08/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,1970.0,Melbourne,-37.7981,144.9461,Northern Metropolitan,6821.0
4373,North Melbourne,443 Abbotsford St,2,h,1200000.0,SP,Jellis,24/09/2016,2.3,3051.0,2.0,2.0,1.0,146.0,,,Melbourne,-37.7959,144.9464,Northern Metropolitan,6821.0
4374,North Melbourne,306/350 Victoria St,2,u,630000.0,SP,Alexkarbon,24/09/2016,2.3,3051.0,2.0,1.0,1.0,0.0,75.0,2002.0,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821.0
4375,North Melbourne,21/70 Oshanassy St,2,u,560000.0,S,Jellis,25/02/2017,2.3,3051.0,2.0,1.0,1.0,2300.0,68.0,1975.0,Melbourne,-37.7997,144.9472,Northern Metropolitan,6821.0
4376,North Melbourne,20 Scotia St,2,h,800000.0,VB,Nelson,27/06/2016,2.3,3051.0,2.0,2.0,1.0,55.0,,2011.0,Melbourne,-37.8014,144.9488,Northern Metropolitan,6821.0
4377,North Melbourne,1/109 Arden St,2,u,665500.0,S,Alexkarbon,27/11/2016,2.3,3051.0,2.0,2.0,1.0,0.0,96.0,2012.0,Melbourne,-37.8009,144.9471,Northern Metropolitan,6821.0
4378,North Melbourne,14/7 Curran St,2,u,550055.0,SP,Jellis,27/11/2016,2.3,3051.0,2.0,1.0,2.0,1004.0,65.0,1971.0,Melbourne,-37.7926,144.9441,Northern Metropolitan,6821.0
4379,North Melbourne,11/368 Dryburgh St,1,u,358000.0,SP,Jellis,27/11/2016,2.3,3051.0,1.0,1.0,1.0,649.0,43.0,1970.0,Melbourne,-37.7971,144.9448,Northern Metropolitan,6821.0
4380,North Melbourne,103/171 Flemington Rd,1,u,320000.0,S,W.B.,27/11/2016,2.3,3051.0,1.0,1.0,1.0,0.0,45.0,1975.0,Melbourne,-37.7955,144.9492,Northern Metropolitan,6821.0
4381,North Melbourne,10 Munster Tce,3,t,1000000.0,VB,Nelson,27/11/2016,2.3,3051.0,3.0,2.0,1.0,61.0,170.0,1920.0,Melbourne,-37.8039,144.9424,Northern Metropolitan,6821.0
4382,North Melbourne,203/150 Peel St,2,u,598000.0,S,Alexkarbon,27/11/2016,2.3,3051.0,2.0,1.0,1.0,0.0,85.0,2005.0,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821.0
4383,North Melbourne,2/101 Leveson St,2,u,950000.0,S,hockingstuart,28/05/2016,2.3,3051.0,2.0,2.0,1.0,0.0,2.0,,Melbourne,-37.802,144.951,Northern Metropolitan,6821.0
4384,North Melbourne,15 Mary St,3,t,1065000.0,S,Alexkarbon,28/05/2016,2.3,3051.0,3.0,2.0,1.0,64.0,,2008.0,Melbourne,-37.7994,144.9521,Northern Metropolitan,6821.0
4385,North Melbourne,12 Curzon St,2,h,885000.0,S,Jellis,28/08/2016,2.3,3051.0,2.0,1.0,1.0,111.0,73.0,1880.0,Melbourne,-37.8044,144.9481,Northern Metropolitan,6821.0
4386,North Melbourne,11/19 Wood St,2,u,587134.0,SP,Woodards,28/08/2016,2.3,3051.0,2.0,1.0,1.0,0.0,1.0,1970.0,Melbourne,-37.7976,144.9454,Northern Metropolitan,6821.0
4387,Northcote,43 Christmas St,2,h,1286000.0,S,McGrath,3/09/2016,5.5,3070.0,2.0,1.0,1.0,245.0,108.0,1890.0,Darebin,-37.7662,145.0096,Northern Metropolitan,11364.0
4388,Northcote,30 Clarke St,3,h,1200000.0,S,Nelson,3/09/2016,5.5,3070.0,3.0,1.0,1.0,215.0,125.0,1920.0,Darebin,-37.7759,144.9909,Northern Metropolitan,11364.0
4389,Northcote,57A Derby St,3,h,1382500.0,SA,Nelson,3/09/2016,5.5,3070.0,3.0,2.0,2.0,286.0,188.0,2007.0,Darebin,-37.7708,145.0054,Northern Metropolitan,11364.0
4390,Northcote,3/412 High St,2,u,630000.0,S,McGrath,3/09/2016,5.5,3070.0,2.0,2.0,1.0,0.0,,,Darebin,-37.7679,144.9994,Northern Metropolitan,11364.0
4391,Northcote,24 Jessie St,4,h,1600000.0,VB,Jellis,3/09/2016,5.5,3070.0,4.0,2.0,1.0,464.0,179.0,1910.0,Darebin,-37.7805,145.004,Northern Metropolitan,11364.0
4392,Northcote,65 Bastings St,3,h,1310000.0,PI,Jellis,4/03/2017,5.5,3070.0,3.0,2.0,1.0,267.0,,1920.0,Darebin,-37.7744,145.0033,Northern Metropolitan,11364.0
4393,Northcote,18 Claude St,2,h,1035000.0,S,Nelson,4/03/2017,5.5,3070.0,2.0,1.0,0.0,140.0,,,Darebin,-37.7709,144.9964,Northern Metropolitan,11364.0
4394,Northcote,220 Victoria Rd,3,h,1980000.0,S,McGrath,4/03/2017,5.5,3070.0,3.0,2.0,4.0,613.0,,,Darebin,-37.7664,145.0121,Northern Metropolitan,11364.0
4395,Northcote,5/162 Westgarth St,2,u,592000.0,S,Collins,4/03/2017,5.5,3070.0,2.0,1.0,2.0,0.0,,,Darebin,-37.7828,145.0096,Northern Metropolitan,11364.0
4396,Northcote,4 Wilmoth St,3,h,1335000.0,S,Ray,4/03/2017,5.5,3070.0,3.0,1.0,3.0,520.0,,,Darebin,-37.7683,145.0156,Northern Metropolitan,11364.0
4397,Northcote,39 Barry St,3,h,1710000.0,PI,Collins,4/06/2016,5.5,3070.0,3.0,1.0,1.0,247.0,160.0,1890.0,Darebin,-37.7798,144.9952,Northern Metropolitan,11364.0
4398,Northcote,51 Kellett St,4,h,1590000.0,SP,Jellis,4/06/2016,5.5,3070.0,4.0,1.0,1.0,484.0,,1925.0,Darebin,-37.7672,145.0095,Northern Metropolitan,11364.0
4399,Northcote,12 Simpson St,6,h,2000000.0,SP,Nelson,4/06/2016,5.5,3070.0,6.0,2.0,2.0,772.0,257.0,1992.0,Darebin,-37.7813,145.0065,Northern Metropolitan,11364.0
4400,Northcote,11/94 Union St,2,u,583000.0,SP,Nelson,6/08/2016,5.5,3070.0,2.0,2.0,1.0,0.0,69.0,2011.0,Darebin,-37.7793,144.9972,Northern Metropolitan,11364.0
4401,Northcote,16/116 Arthurton Rd,2,u,418000.0,SP,hockingstuart,7/05/2016,5.5,3070.0,2.0,1.0,1.0,1882.0,,,Darebin,-37.768,144.9895,Northern Metropolitan,11364.0
4402,Northcote,77 Dennis St,3,h,860000.0,PI,Nelson,7/05/2016,5.5,3070.0,3.0,1.0,1.0,213.0,,,Darebin,-37.766,145.0039,Northern Metropolitan,11364.0
4403,Northcote,4/75 Gadd St,2,t,650000.0,VB,Nelson,7/05/2016,5.5,3070.0,2.0,2.0,2.0,55.0,100.0,2013.0,Darebin,-37.7627,144.9898,Northern Metropolitan,11364.0
4404,Northcote,29 Westgarth St,4,h,1700000.0,PI,hockingstuart,7/05/2016,5.5,3070.0,4.0,2.0,1.0,415.0,218.0,1900.0,Darebin,-37.7807,144.9948,Northern Metropolitan,11364.0
4405,Northcote,99 Christmas St,2,h,1575000.0,SA,McGrath,7/11/2016,5.5,3070.0,2.0,1.0,3.0,607.0,126.0,1945.0,Darebin,-37.7668,145.0149,Northern Metropolitan,11364.0
4406,Northcote,58 Herbert St,2,h,950000.0,S,Purplebricks,7/11/2016,5.5,3070.0,2.0,1.0,1.0,191.0,73.0,1920.0,Darebin,-37.7715,144.9951,Northern Metropolitan,11364.0
4407,Northcote,6 Brooke St,3,h,1655000.0,SP,Jellis,8/10/2016,5.5,3070.0,3.0,1.0,3.0,472.0,101.0,1924.0,Darebin,-37.7765,145.0027,Northern Metropolitan,11364.0
4408,Northcote,13 Helen St,4,h,1950000.0,S,Jellis,8/10/2016,5.5,3070.0,4.0,1.0,2.0,608.0,,1870.0,Darebin,-37.7731,144.9967,Northern Metropolitan,11364.0
4409,Northcote,32 Stott St,4,h,905000.0,S,Nelson,8/10/2016,5.5,3070.0,2.0,1.0,1.0,314.0,,,Darebin,-37.76300000000001,144.9978,Northern Metropolitan,11364.0
4410,Northcote,91 Arthurton Rd,3,h,1255000.0,S,Nelson,10/09/2016,5.5,3070.0,3.0,2.0,1.0,259.0,156.0,1910.0,Darebin,-37.7687,144.9922,Northern Metropolitan,11364.0
4411,Northcote,9/162 Clarke St,2,u,601000.0,S,Nelson,10/09/2016,5.5,3070.0,2.0,1.0,1.0,0.0,,,Darebin,-37.7765,144.996,Northern Metropolitan,11364.0
4412,Northcote,122 Emmaline St,2,h,1020000.0,S,Nelson,10/09/2016,5.5,3070.0,2.0,1.0,2.0,347.0,115.0,1935.0,Darebin,-37.76300000000001,144.9886,Northern Metropolitan,11364.0
4413,Northcote,12/20 Ross St,1,u,435000.0,S,Nelson,10/09/2016,5.5,3070.0,1.0,1.0,2.0,0.0,55.0,1970.0,Darebin,-37.7842,144.9991,Northern Metropolitan,11364.0
4414,Northcote,20 Salisbury Gr,2,h,790000.0,PI,McGrath,10/09/2016,5.5,3070.0,2.0,1.0,1.0,136.0,78.0,2000.0,Darebin,-37.7651,145.0027,Northern Metropolitan,11364.0
4415,Northcote,124a Victoria Rd,3,h,990000.0,S,Barry,10/09/2016,5.5,3070.0,2.0,1.0,2.0,497.0,,,Darebin,-37.7739,145.0114,Northern Metropolitan,11364.0
4416,Northcote,3/162 Westgarth St,2,u,605000.0,S,Love,10/09/2016,5.5,3070.0,2.0,1.0,2.0,0.0,65.0,2000.0,Darebin,-37.7828,145.0096,Northern Metropolitan,11364.0
4417,Northcote,2B Creek Pde,4,h,2270000.0,S,Collins,10/12/2016,5.5,3070.0,4.0,2.0,2.0,440.0,,1992.0,Darebin,-37.7852,144.9975,Northern Metropolitan,11364.0
4418,Northcote,2/62 Cunningham St,1,u,385000.0,SP,McGrath,10/12/2016,5.5,3070.0,1.0,1.0,0.0,0.0,41.0,1970.0,Darebin,-37.7827,144.9999,Northern Metropolitan,11364.0
4419,Northcote,156 Separation St,2,h,900000.0,S,Brad,10/12/2016,5.5,3070.0,2.0,1.0,0.0,367.0,,,Darebin,-37.7704,145.0067,Northern Metropolitan,11364.0
4420,Northcote,33 Spencer St,4,h,1340000.0,S,Leased,10/12/2016,5.5,3070.0,4.0,1.0,2.0,0.0,,,Darebin,-37.76300000000001,144.9966,Northern Metropolitan,11364.0
4421,Northcote,109 Victoria Rd,3,h,1300000.0,S,Nelson,11/02/2017,5.5,3070.0,3.0,2.0,1.0,379.0,,,Darebin,-37.7741,145.0109,Northern Metropolitan,11364.0
4422,Northcote,68b Derby St,4,h,1310000.0,PI,Nelson,12/06/2016,5.5,3070.0,4.0,2.0,2.0,282.0,,,Darebin,-37.7709,145.0057,Northern Metropolitan,11364.0
4423,Northcote,14 Henry St,2,h,1112000.0,S,Nelson,12/06/2016,5.5,3070.0,4.0,1.0,2.0,238.0,,,Darebin,-37.7732,144.9957,Northern Metropolitan,11364.0
4424,Northcote,141 Arthurton Rd,2,h,910000.0,S,Nelson,12/11/2016,5.5,3070.0,2.0,1.0,2.0,229.0,,1900.0,Darebin,-37.7681,144.9877,Northern Metropolitan,11364.0
4425,Northcote,1/75 Gadd St,3,t,830000.0,S,Jellis,12/11/2016,5.5,3070.0,3.0,3.0,1.0,55.0,,2013.0,Darebin,-37.7626,144.9898,Northern Metropolitan,11364.0
4426,Northcote,7 Prospect Gr,4,h,2100000.0,PI,Woodards,12/11/2016,5.5,3070.0,4.0,1.0,2.0,0.0,,,Darebin,-37.7736,145.0004,Northern Metropolitan,11364.0
4427,Northcote,238 Victoria Rd,3,h,1190000.0,S,Nelson,12/11/2016,5.5,3070.0,3.0,1.0,1.0,445.0,125.0,1920.0,Darebin,-37.7652,145.0123,Northern Metropolitan,11364.0
4428,Northcote,1/221 Westgarth St,3,t,865000.0,S,Love,12/11/2016,5.5,3070.0,3.0,1.0,2.0,184.0,108.0,2006.0,Darebin,-37.7825,145.0104,Northern Metropolitan,11364.0
4429,Northcote,13 Hawthorn Rd,4,h,2175000.0,S,Nelson,13/08/2016,5.5,3070.0,5.0,2.0,1.0,573.0,186.0,1890.0,Darebin,-37.7707,144.9924,Northern Metropolitan,11364.0
4430,Northcote,154 Separation St,3,h,1085000.0,S,Brace,13/08/2016,5.5,3070.0,3.0,1.0,2.0,610.0,,,Darebin,-37.7704,145.0066,Northern Metropolitan,11364.0
4431,Northcote,1/68 Bridge St,1,u,312000.0,S,Harcourts,14/05/2016,5.5,3070.0,1.0,1.0,1.0,0.0,39.0,1960.0,Darebin,-37.7783,144.9954,Northern Metropolitan,11364.0
4432,Northcote,8/62 Cunningham St,1,u,320000.0,PI,Barry,14/05/2016,5.5,3070.0,1.0,1.0,0.0,0.0,,,Darebin,-37.7827,144.9999,Northern Metropolitan,11364.0
4433,Northcote,19 Hunter St,2,h,890000.0,S,hockingstuart,14/05/2016,5.5,3070.0,2.0,1.0,1.0,225.0,92.0,1910.0,Darebin,-37.7663,145.0009,Northern Metropolitan,11364.0
4434,Northcote,81 Mitchell St,5,h,2700000.0,S,hockingstuart,14/05/2016,5.5,3070.0,4.0,3.0,3.0,490.0,331.0,1920.0,Darebin,-37.7726,145.0048,Northern Metropolitan,11364.0
